Index,Title,Model,Price,Distance,Fuel Type,Engine,Transmission Type,City
6880,Suzuki Cultus  2007 VXR for Sale,2007,PKR 8.8 lacs,"37,000 km",Petrol,1000 cc,Manual,Lahore
6881,Suzuki Cultus  2019 Auto Gear Shift for Sale,2019,PKR 29.5 lacs,"90,000 km",Petrol,1000 cc,Automatic,Lahore
6882,Honda Civic  2022 1.5 VTEC Turbo Oriel for Sale,2022,PKR 75.5 lacs,"61,000 km",Petrol,1500 cc,Automatic,Lahore
6883,Honda Civic  2019 Oriel 1.8 i-VTEC CVT for Sale,2019,PKR 55 lacs,"115,139 km",Petrol,1800 cc,Automatic,Lahore
6884,Nissan Note  2018  for Sale,2018,PKR 42.5 lacs,"105,198 km",Hybrid,1200 cc,Automatic,Lahore
6885,Lexus RX Series  2012 450h for Sale,2012,PKR 82 lacs,"110,000 km",Petrol,3500 cc,Automatic,Lahore
6886,Porsche Panamera  2018 4S for Sale,2018,PKR 6.9 crore,"50,000 km",Petrol,3000 cc,Automatic,Lahore
6887,BMW 7 Series  2023 i7 xDrive60 Excellence for Sale,2023,PKR 6.5 crore,"8,500 km",Electric,101.0 kWh,Automatic,Lahore
6888,Toyota Corolla  2017 Altis Grande CVT-i 1.8 for Sale,2017,PKR 53 lacs,"85,000 km",Petrol,1800 cc,Automatic,Lahore
6889,Honda Civic  2021 Oriel 1.8 i-VTEC CVT for Sale,2021,PKR 64.5 lacs,"35,000 km",Petrol,1800 cc,Automatic,Lahore
6890,Toyota Corolla Cross  2024 1.8 HEV X for Sale,2024,PKR 96.25 lacs,19 km,Hybrid,1800 cc,Automatic,Lahore
6891,Haval H6  2024 HEV for Sale,2024,PKR 1.24 crore,19 km,Hybrid,1500 cc,Automatic,Lahore
6892,Mercedes Benz C Class  2012 C250 for Sale,2012,PKR 74.5 lacs,"80,000 km",Petrol,1800 cc,Automatic,Lahore
6893,Toyota Land Cruiser  2011 AX G Selection for Sale,2011,PKR 2.15 crore,"212,000 km",Petrol,4600 cc,Automatic,Lahore
6894,Suzuki Cultus  2016 Limited Edition for Sale,2016,PKR 17.65 lacs,"86,000 km",Petrol,1000 cc,Manual,Lahore
6895,Suzuki Swift  2016 DLX 1.3 for Sale,2016,PKR 22.85 lacs,"86,000 km",Petrol,1300 cc,Manual,Lahore
6896,Suzuki Mehran  2004 VXR for Sale,2004,PKR 6.35 lacs,"150,000 km",Petrol,800 cc,Manual,Lahore
6897,Toyota Corolla  2015 Altis Automatic 1.6 for Sale,2015,PKR 40 lacs,"170,000 km",Petrol,1600 cc,Automatic,Lahore
6898,Honda City 5th (GM2) Generation 2019 1.3 i-VTEC Prosmatec for Sale,2019,PKR 36.75 lacs,"50,000 km",Petrol,1300 cc,Automatic,Lahore
6899,Honda Civic  2014 VTi Prosmatec 1.8 i-VTEC for Sale,2014,PKR 34 lacs,"58,000 km",Petrol,1800 cc,Automatic,Lahore
6900,Honda BR-V  2020 i-VTEC S for Sale,2020,PKR 51.5 lacs,"77,000 km",Petrol,1500 cc,Automatic,Lahore
6901,Honda City 5th (GM2) Generation 2018 1.3 i-VTEC for Sale,2018,PKR 36.4 lacs,"70,000 km",Petrol,1300 cc,Manual,Lahore
6902,Honda City 5th (GM2) Generation 2017 1.3 i-VTEC Prosmatec for Sale,2017,PKR 28.75 lacs,"99,000 km",Petrol,1300 cc,Automatic,Lahore
6903,Toyota Vitz  2006 F 1.0 for Sale,2006,PKR 19.5 lacs,"158,000 km",Petrol,1000 cc,Automatic,Lahore
6904,Changan Kalam  2006  for Sale,2006,PKR 3.8 lacs,"50,000 km",Petrol,800 cc,Manual,Lahore
6905,Toyota C-HR  2019 G for Sale,2019,PKR 1.18 crore,"49,000 km",Hybrid,1800 cc,Automatic,Lahore
6906,Honda Accord  1986  for Sale,1986,PKR 6.1 lacs,"100,000 km",Petrol,1500 cc,Automatic,Lahore
6907,Audi e-tron  2022 50 Quattro 230 kW for Sale,2022,PKR 2.35 crore,"31,400 km",Electric,60.0 kWh,Automatic,Lahore
6908,Suzuki Cultus  2015 EURO II for Sale,2015,PKR 15.65 lacs,"103,000 km",Petrol,1000 cc,Manual,Lahore
6909,Changan Alsvin  2022 1.5L DCT Lumiere for Sale,2022,PKR 40.5 lacs,"12,500 km",Petrol,1500 cc,Automatic,Lahore
6910,Audi e-tron  2020 50 Quattro 230 kW for Sale,2020,PKR 2.22 crore,"37,000 km",Electric,60.0 kWh,Automatic,Lahore
6911,Honda City  2005 i-DSI for Sale,2005,PKR 15 lacs,99 km,Petrol,1300 cc,Manual,Lahore
6912,Honda Civic Reborn 2009 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,2009,PKR 25.9 lacs,"92,000 km",Petrol,1800 cc,Automatic,Lahore
6913,Honda City 5th (GM2) Generation 2018 1.3 i-VTEC Prosmatec for Sale,2018,PKR 39.25 lacs,"39,500 km",Petrol,1300 cc,Automatic,Lahore
6914,KIA Sportage  2020 Alpha for Sale,2020,PKR 59 lacs,"68,000 km",Petrol,2000 cc,Automatic,Lahore
6915,Honda Civic  1999 VTi Oriel 1.6 for Sale,1999,PKR 11.4 lacs,"260,000 km",Petrol,1600 cc,Manual,Lahore
6916,Daihatsu Mira  2008 ES for Sale,2008,PKR 14.5 lacs,"150,000 km",Petrol,660 cc,Automatic,Lahore
6917,Suzuki Alto  2020 VXR for Sale,2020,PKR 22.75 lacs,"95,000 km",Petrol,660 cc,Manual,Lahore
6918,Toyota Vitz  2014  for Sale,2014,PKR 30 lacs,"113,000 km",Petrol,1000 cc,Automatic,Lahore
6919,Toyota Prado  2016 TX L Package 2.7 for Sale,2016,PKR 2.1 crore,"63,000 km",Petrol,2700 cc,Automatic,Lahore
6920,Suzuki Bolan  2014 VX Euro II for Sale,2014,PKR 9.8 lacs,"822,491 km",Petrol,800 cc,Manual,Lahore
6921,Toyota Land Cruiser  2019 ZX for Sale,2019,Call,"36,000 km",Petrol,4600 cc,Automatic,Lahore
6922,Toyota Prado  2019 TX L Package 2.7 for Sale,2019,Call,"43,000 km",Petrol,2700 cc,Automatic,Lahore
6923,Toyota Corolla  2024 Altis 1.6 X CVT-i Special Edition for Sale,2024,PKR 72.5 lacs,10 km,Petrol,1600 cc,Automatic,Lahore
6924,Toyota Corolla  2024 Altis 1.6 X CVT-i for Sale,2024,PKR 67.75 lacs,10 km,Petrol,1600 cc,Automatic,Lahore
6925,Toyota Corolla  2024 Altis Grande X CVT-i 1.8 Beige Interior for Sale,2024,PKR 78.3 lacs,10 km,Petrol,1800 cc,Automatic,Lahore
6926,Honda City  2024 1.2L CVT for Sale,2024,PKR 49 lacs,10 km,Petrol,1200 cc,Automatic,Lahore
6927,Toyota Corolla  2019 Altis Grande CVT-i 1.8 for Sale,2019,PKR 55.5 lacs,"59,129 km",Petrol,1800 cc,Automatic,Lahore
6928,Toyota Hilux  2024 Revo GR-S for Sale,2024,PKR 1.69 crore,10 km,Diesel,2800 cc,Automatic,Lahore
6929,Honda City  2024 1.2L CVT for Sale,2024,PKR 49 lacs,10 km,Petrol,1200 cc,Automatic,Lahore
6930,Mercedes Benz CLA Class  2015  for Sale,2015,PKR 1.1 crore,"66,500 km",Petrol,1600 cc,Automatic,Lahore
6931,Honda Civic Rebirth 2015 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,2015,PKR 35 lacs,"180,000 km",Petrol,1800 cc,Automatic,Lahore
6932,Honda City 5th (GM2) Generation 2011 i-VTEC for Sale,2011,PKR 23.5 lacs,"130,000 km",Petrol,1300 cc,Manual,Lahore
6933,Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,2018,PKR 54 lacs,"58,000 km",Petrol,1800 cc,Automatic,Lahore
6934,Toyota Raize  2020 XS for Sale,2020,PKR 51 lacs,"100,000 km",Petrol,1000 cc,Automatic,Lahore
6935,Honda City  2018 1.3 i-VTEC Prosmatec for Sale,2018,PKR 35 lacs,"77,000 km",Petrol,1300 cc,Automatic,Lahore
6936,Toyota Fortuner  2017 2.7 VVTi for Sale,2017,PKR 1.14 crore,"59,850 km",Petrol,2700 cc,Automatic,Lahore
6937,Suzuki Bolan  1992 VX for Sale,1992,PKR 3.25 lacs,1 km,Petrol,800 cc,Manual,Lahore
6938,Toyota Corolla  2014 GLi Limited Edition 1.3 VVTi for Sale,2014,PKR 37 lacs,"35,252 km",Petrol,1300 cc,Manual,Lahore
6939,Toyota Prius  2006 G Touring Selection 1.5 for Sale,2006,PKR 29.5 lacs,"215,000 km",Hybrid,1500 cc,Automatic,Lahore
6940,Suzuki Baleno  2004 JXR for Sale,2004,PKR 9 lacs,"150,000 km",Petrol,1300 cc,Manual,Lahore
6941,Toyota Prado  2019 TX L Package 2.7 for Sale,2019,PKR 2.85 crore,"84,000 km",Petrol,2700 cc,Automatic,Lahore
6942,Toyota Prius  2024 1.8 U Hybrid for Sale,2024,PKR 1.5 crore,"2,000 km",Hybrid,1800 cc,Automatic,Lahore
6943,KIA Picanto  2023 1.0 AT for Sale,2023,PKR 37 lacs,"13,000 km",Petrol,1000 cc,Automatic,Lahore
6944,Suzuki Swift  2015 DLX 1.3 for Sale,2015,PKR 17 lacs,"140,000 km",Petrol,1300 cc,Manual,Lahore
6945,Toyota Belta  2007 X 1.0 for Sale,2007,PKR 20.5 lacs,"215,000 km",Petrol,1000 cc,Automatic,Lahore
6946,Honda Civic  2017 1.8 i-VTEC CVT for Sale,2017,PKR 50 lacs,"93,000 km",Petrol,1800 cc,Automatic,Lahore
6947,Suzuki Wagon R  2017 VXL for Sale,2017,PKR 23.5 lacs,"98,150 km",Petrol,1000 cc,Manual,Lahore
6948,Daihatsu Cast  2020  for Sale,2020,PKR 29.75 lacs,"35,000 km",Petrol,660 cc,Automatic,Lahore
6949,Toyota Hilux  2012 D-4D Automatic for Sale,2012,PKR 74 lacs,"134,000 km",Diesel,3000 cc,Automatic,Lahore
6950,Suzuki Cultus  2018 VXL for Sale,2018,PKR 21.75 lacs,1 km,Petrol,1000 cc,Manual,Lahore
6951,Honda N Box  2021 Slash G L Package for Sale,2021,PKR 35.5 lacs,"40,000 km",Petrol,660 cc,Automatic,Lahore
6952,Daihatsu Mira  2014 ES for Sale,2014,PKR 24.66 lacs,"171,000 km",Petrol,660 cc,Automatic,Lahore
6953,Honda Civic  2021 1.5 RS Turbo for Sale,2021,PKR 63.5 lacs,"75,000 km",Petrol,1500 cc,Automatic,Lahore
6954,KIA Sportage  2021 AWD for Sale,2021,PKR 74.5 lacs,"37,000 km",Petrol,2000 cc,Automatic,Lahore
6955,Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,2017,PKR 47.25 lacs,"77,000 km",Petrol,1800 cc,Automatic,Lahore
6956,Toyota Passo  2020 X S  for Sale,2020,PKR 40.5 lacs,"18,000 km",Petrol,1000 cc,Automatic,Lahore
6957,KIA Sportage  2020 AWD for Sale,2020,PKR 68 lacs,"60,000 km",Petrol,2000 cc,Automatic,Lahore
6958,Nissan Note  2024 e-Power X for Sale,2024,PKR 75 lacs,"4,000 km",Hybrid,1200 cc,Automatic,Lahore
6959,Honda Vezel  2019 Hybrid X for Sale,2019,PKR 70.6 lacs,"34,000 km",Hybrid,1500 cc,Automatic,Lahore
6960,Daihatsu Tanto  2021 X Turbo for Sale,2021,PKR 33.5 lacs,"40,728 km",Petrol,660 cc,Automatic,Lahore
6961,Nissan Note  2019 e-Power X V Selection for Sale,2019,PKR 43.9 lacs,"70,898 km",Hybrid,1200 cc,Automatic,Lahore
6962,Audi e-tron  2021 50 Quattro 230 kW for Sale,2021,PKR 2.35 crore,"52,000 km",Electric,60.0 kWh,Automatic,Lahore
6963,Toyota Prado  2019 TX 2.7 for Sale,2019,PKR 2.57 crore,"61,000 km",Petrol,2700 cc,Automatic,Lahore
6964,Honda City 5th (GM2) Generation 2011 1.3 i-VTEC for Sale,2011,PKR 26 lacs,"184,819 km",Petrol,1300 cc,Manual,Lahore
6965,KIA Picanto  2020 1.0 AT for Sale,2020,PKR 27.5 lacs,"76,652 km",Petrol,1000 cc,Manual,Lahore
6966,Honda City 6th Generation 2024 1.2L M/T for Sale,2024,PKR 46.7 lacs,1 km,Petrol,1200 cc,Manual,Lahore
6967,Suzuki Xbee  2021 MX for Sale,2021,PKR 50 lacs,"33,855 km",Petrol,1000 cc,Automatic,Lahore
6968,Suzuki Swift  2012 DX 1.3 for Sale,2012,PKR 17.85 lacs,"88,000 km",Petrol,1300 cc,Manual,Lahore
6969,Daihatsu Move  2014 Custom X for Sale,2014,PKR 22.9 lacs,"105,000 km",Petrol,660 cc,Automatic,Lahore
6970,Toyota Vitz  2016 F 1.0 for Sale,2016,PKR 35.8 lacs,"107,000 km",Petrol,1000 cc,Automatic,Lahore
6971,Honda Civic Reborn 2008 VTi Oriel 1.8 i-VTEC for Sale,2008,PKR 18.5 lacs,"155,050 km",Petrol,1800 cc,Manual,Lahore
6972,Honda Fit  2015 1.5 Hybrid Smart Selection for Sale,2015,PKR 35.95 lacs,"98,021 km",Hybrid,1500 cc,Automatic,Lahore
6973,Toyota Land Cruiser 6th (J100) Generation 2006 VX Limited 4.2D for Sale,2006,PKR 1.08 crore,"169,000 km",Diesel,4200 cc,Automatic,Lahore
6974,Honda Civic  2020 Oriel 1.8 i-VTEC CVT for Sale,2020,PKR 59.75 lacs,"35,000 km",Petrol,1800 cc,Automatic,Lahore
6975,Mercedes Benz C Class  2012 C200 for Sale,2012,PKR 77.5 lacs,"98,000 km",Petrol,1800 cc,Automatic,Lahore
6976,Suzuki Wagon R  2018 VXL for Sale,2018,PKR 23.3 lacs,"84,000 km",Petrol,1000 cc,Manual,Lahore
6977,Honda N Box  2013 G for Sale,2013,PKR 23.8 lacs,"150,000 km",Petrol,660 cc,Automatic,Lahore
6978,Toyota Raize  2020 XS for Sale,2020,PKR 56.25 lacs,"40,500 km",Petrol,1000 cc,Automatic,Lahore
6979,Changan Oshan X7  2023 FutureSense for Sale,2023,PKR 83.5 lacs,"12,000 km",Petrol,1500 cc,Automatic,Lahore
6980,Honda Civic  2017 Turbo 1.5 VTEC CVT for Sale,2017,PKR 49.75 lacs,"97,000 km",Petrol,1500 cc,Automatic,Lahore
6981,Toyota C-HR  2019  for Sale,2019,PKR 82 lacs,"90,000 km",Hybrid,1800 cc,Automatic,Lahore
6982,Suzuki Cultus  2018 VXR for Sale,2018,PKR 24.5 lacs,"86,000 km",Petrol,1000 cc,Manual,Lahore
6983,Honda Civic  2013  for Sale,2013,PKR 35 lacs,"138,000 km",Petrol,1800 cc,Automatic,Lahore
6984,Mercedes Benz C Class  2010 C63 AMG for Sale,2010,PKR 1.25 crore,"54,000 km",Petrol,6200 cc,Automatic,Lahore
6985,Toyota Prius  2017 A Touring Selection for Sale,2017,PKR 73 lacs,"80,000 km",Hybrid,1800 cc,Automatic,Lahore
6986,Honda City 5th (GM2) Generation 2019 1.5 i-VTEC for Sale,2019,PKR 36.45 lacs,"48,500 km",Petrol,1500 cc,Manual,Lahore
6987,Toyota Corolla  2016 XLi VVTi for Sale,2016,PKR 31.5 lacs,"155,000 km",Petrol,1300 cc,Manual,Lahore
6988,Daihatsu Cuore  2003 CL for Sale,2003,PKR 6.75 lacs,"88,000 km",Petrol,800 cc,Manual,Lahore
6989,Honda Civic  2018 1.8 i-VTEC CVT for Sale,2018,PKR 48.5 lacs,"90,000 km",Petrol,1800 cc,Automatic,Lahore
6990,Nissan Clipper  2015  for Sale,2015,PKR 19.9 lacs,"162,000 km",Petrol,660 cc,Automatic,Lahore
6991,Toyota Vitz  2015 F 1.0 for Sale,2015,PKR 34.5 lacs,"66,000 km",Petrol,1000 cc,Automatic,Lahore
6992,Honda Civic  1997 EXi for Sale,1997,PKR 10.2 lacs,"120,000 km",Petrol,1500 cc,Manual,Lahore
6993,Honda Civic  2019 Oriel 1.8 i-VTEC CVT for Sale,2019,PKR 59.8 lacs,"90,000 km",Petrol,1800 cc,Automatic,Lahore
6994,Nissan Note  2021  for Sale,2021,PKR 66 lacs,"27,000 km",Hybrid,1200 cc,Automatic,Lahore
6995,Honda Vezel  2019 Hybrid RS Honda Sensing  for Sale,2019,PKR 82 lacs,"48,000 km",Petrol,1500 cc,Automatic,Lahore
6996,Toyota C-HR  2017 G-LED for Sale,2017,PKR 69.5 lacs,"67,000 km",Hybrid,1800 cc,Automatic,Lahore
6997,Suzuki Wagon R  2021 Smile 2-Tone Hybrid S for Sale,2021,PKR 36.5 lacs,"15,864 km",Hybrid,660 cc,Automatic,Lahore
6998,Nissan Juke  2012 15RX for Sale,2012,PKR 32 lacs,"80,192 km",Petrol,1500 cc,Automatic,Lahore
6999,Honda Life  2011 G Smart Plus for Sale,2011,PKR 19.5 lacs,"167,868 km",Petrol,660 cc,Automatic,Lahore
7000,Toyota Aqua  2015 S for Sale,2015,PKR 38.5 lacs,"73,264 km",Hybrid,1500 cc,Automatic,Lahore
7001,Toyota C-HR  2017 G-LED for Sale,2017,PKR 81 lacs,"93,000 km",Hybrid,1800 cc,Automatic,Lahore
7002,Hyundai Tucson  2022 FWD A/T GLS Sport for Sale,2022,PKR 71.5 lacs,"83,972 km",Petrol,2000 cc,Automatic,Lahore
7003,Toyota Corolla  2023 Altis Grande X CVT-i 1.8 Black Interior for Sale,2023,PKR 72.5 lacs,"32,000 km",Petrol,1800 cc,Automatic,Lahore
7004,KIA Sorento  2021 3.5 FWD for Sale,2021,PKR 74.99 lacs,"44,000 km",Petrol,3500 cc,Automatic,Lahore
7005,Audi A5  2014 1.8 TFSI for Sale,2014,PKR 98 lacs,"44,643 km",Petrol,1800 cc,Automatic,Lahore
7006,Toyota Corolla  2011 XLi VVTi for Sale,2011,PKR 21.5 lacs,"190,000 km",Petrol,1300 cc,Manual,Lahore
7007,Suzuki Wagon R  2019 VXL for Sale,2019,PKR 24.25 lacs,"59,000 km",Petrol,1000 cc,Manual,Lahore
7008,Toyota Corolla  2021 Altis Grande X CVT-i 1.8 Beige Interior for Sale,2021,PKR 63 lacs,"46,000 km",Petrol,1800 cc,Automatic,Lahore
7009,Suzuki Wagon R  2019 Hybrid FX for Sale,2019,PKR 36.75 lacs,"9,500 km",Hybrid,660 cc,Automatic,Lahore
7010,Toyota Yaris  2023 GLI CVT 1.3 for Sale,2023,PKR 49 lacs,"20,545 km",Petrol,1300 cc,Automatic,Lahore
7011,Toyota Corolla  2019 GLi Automatic 1.3 VVTi for Sale,2019,PKR 48.5 lacs,"55,000 km",Petrol,1300 cc,Automatic,Lahore
7012,Honda BR-V  2019 i-VTEC MT for Sale,2019,PKR 42 lacs,"68,000 km",Diesel,1500 cc,Manual,Lahore
7013,Suzuki Liana  2007 LXi Sport for Sale,2007,PKR 13.5 lacs,"171,069 km",Petrol,1300 cc,Manual,Lahore
7014,Toyota Corolla  2007 Altis Automatic 1.8 for Sale,2007,PKR 20.9 lacs,"140,000 km",Petrol,1800 cc,Automatic,Lahore
7015,Toyota Fortuner  2022 2.7 V for Sale,2022,PKR 1.5 crore,"6,400 km",Petrol,2700 cc,Automatic,Lahore
7016,Toyota Corolla  2015 XLi VVTi for Sale,2015,PKR 32 lacs,"126,408 km",Petrol,1300 cc,Manual,Lahore
7017,Suzuki Alto  2024 VXL AGS for Sale,2024,PKR 32.5 lacs,600 km,Petrol,660 cc,Automatic,Lahore
7018,Chevrolet Optra  2008  for Sale,2008,PKR 22 lacs,"100,000 km",Petrol,1500 cc,Automatic,Lahore
7019,Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,2017,PKR 51.5 lacs,"105,000 km",Petrol,1800 cc,Automatic,Lahore
7020,Toyota Yaris  2021 GLI MT 1.3 for Sale,2021,PKR 37.5 lacs,"64,000 km",Petrol,1300 cc,Manual,Lahore
7021,Honda Civic  1995 EX for Sale,1995,PKR 10.2 lacs,"210,000 km",Petrol,1500 cc,Manual,Lahore
7022,Toyota Premio  2002 F 1.5 for Sale,2002,PKR 24 lacs,"250,000 km",Petrol,1500 cc,Automatic,Lahore
7023,Honda Civic  2016 Turbo 1.5 VTEC CVT for Sale,2016,PKR 49.5 lacs,"60,400 km",Petrol,1500 cc,Automatic,Lahore
7024,Honda City 6th Generation 2021 1.2L M/T for Sale,2021,PKR 39.8 lacs,"65,000 km",Petrol,1200 cc,Manual,Lahore
7025,Suzuki Jimny  1987  for Sale,1987,PKR 14 lacs,"200,000 km",Petrol,660 cc,Manual,Lahore
7026,Honda City  2016 1.3 i-VTEC for Sale,2016,PKR 31.2 lacs,"85,000 km",Petrol,1300 cc,Manual,Lahore
7027,Honda City 5th (GM2) Generation 2014 1.3 i-VTEC for Sale,2014,PKR 27.6 lacs,"1,350 km",Petrol,1300 cc,Manual,Lahore
7028,Mitsubishi Lancer  2015  for Sale,2015,PKR 3 crore,"16,151 km",Petrol,2000 cc,Automatic,Lahore
7029,Honda Vezel  2015 Hybrid Z for Sale,2015,PKR 51 lacs,"122,000 km",Hybrid,1500 cc,Automatic,Lahore
7030,Audi e-tron  2021 50 Quattro 230 kW for Sale,2021,PKR 1.85 crore,"40,000 km",Electric,60.0 kWh,Automatic,Lahore
7031,Toyota Passo  2021 X L Package S  for Sale,2021,PKR 39.95 lacs,"27,782 km",Petrol,1000 cc,Automatic,Lahore
7032,Suzuki Alto  2020 VXR for Sale,2020,PKR 22 lacs,"91,751 km",Petrol,660 cc,Manual,Lahore
7033,KIA Picanto  2022 1.0 MT for Sale,2022,PKR 30 lacs,"28,563 km",Petrol,1000 cc,Manual,Lahore
7034,Toyota Corolla  2024 Altis Grande X CVT-i 1.8 Beige Interior for Sale,2024,PKR 77 lacs,"4,000 km",Petrol,1800 cc,Automatic,Lahore
7035,Haval Jolion  2023 Top for Sale,2023,PKR 81.5 lacs,"15,000 km",Petrol,1500 cc,Automatic,Lahore
7036,Suzuki Alto  2023 Hybrid X for Sale,2023,PKR 42 lacs,"2,206 km",Hybrid,660 cc,Automatic,Lahore
7037,Honda Civic  2020 1.8 i-VTEC CVT for Sale,2020,PKR 57 lacs,"43,091 km",Petrol,1800 cc,Automatic,Lahore
7038,Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,2017,PKR 50 lacs,"150,431 km",Petrol,1800 cc,Automatic,Lahore
7039,Toyota Fortuner  2015 2.7 VVTi for Sale,2015,PKR 74.5 lacs,"78,345 km",Petrol,2700 cc,Automatic,Lahore
7040,Changan Oshan X7  2022 FutureSense for Sale,2022,PKR 82.5 lacs,"17,725 km",Petrol,1500 cc,Automatic,Lahore
7041,Toyota Corolla  2019 GLi Automatic 1.3 VVTi for Sale,2019,PKR 47 lacs,"82,046 km",Petrol,1300 cc,Automatic,Lahore
7042,Daihatsu Terios  2010  for Sale,2010,PKR 38 lacs,"84,500 km",Petrol,1500 cc,Automatic,Lahore
7043,Suzuki Wagon R  2013  for Sale,2013,PKR 18.95 lacs,"87,200 km",Petrol,660 cc,Manual,Lahore
7044,Suzuki Mehran  2017 VXR Euro II for Sale,2017,PKR 12 lacs,"87,979 km",Petrol,796 cc,Manual,Lahore
7045,Suzuki Mehran  1992 VX for Sale,1992,PKR 4.3 lacs,"125,000 km",Petrol,800 cc,Manual,Lahore
7046,KIA Sportage  2021 FWD for Sale,2021,PKR 68 lacs,"60,300 km",Petrol,2000 cc,Automatic,Lahore
7047,Toyota Vitz  2012 U 1.3 for Sale,2012,PKR 23 lacs,"90,000 km",Petrol,1300 cc,Automatic,Lahore
7048,Suzuki Mehran  2018 VXR Euro II for Sale,2018,PKR 14 lacs,"42,328 km",Petrol,796 cc,Manual,Lahore
7049,Suzuki Bolan  2016 VX Euro II for Sale,2016,PKR 13.5 lacs,"33,137 km",Petrol,800 cc,Manual,Lahore
7050,Toyota Yaris  2020 ATIV X CVT 1.5 for Sale,2020,PKR 46 lacs,"17,000 km",Petrol,1500 cc,Automatic,Lahore
7051,DFSK Glory 580  2021 Pro for Sale,2021,PKR 55 lacs,"6,100 km",Petrol,1500 cc,Automatic,Lahore
7052,Suzuki Mehran  2013 VX Euro II for Sale,2013,PKR 9.9 lacs,"16,000 km",Petrol,796 cc,Manual,Lahore
7053,Mitsubishi Pajero Mini  1994  for Sale,1994,PKR 10.25 lacs,"200,000 km",Petrol,660 cc,Manual,Lahore
7054,Suzuki Mehran  2018 VXR Euro II for Sale,2018,PKR 11.95 lacs,"80,000 km",Petrol,796 cc,Manual,Lahore
7055,KIA Stonic  2019  for Sale,2019,PKR 50 lacs,"36,750 km",Petrol,1400 cc,Manual,Lahore
7056,Daihatsu Cuore  2011 CL for Sale,2011,PKR 11.5 lacs,"234,024 km",Petrol,800 cc,Manual,Lahore
7057,Toyota Yaris  2020 GLI CVT 1.3 for Sale,2020,PKR 37.5 lacs,"115,000 km",Petrol,1300 cc,Automatic,Lahore
7058,Suzuki Wagon R  2019 VXL for Sale,2019,PKR 24 lacs,"77,956 km",Petrol,1000 cc,Manual,Lahore
7059,Honda Vezel  2015 Hybrid X for Sale,2015,PKR 48.5 lacs,"163,000 km",Hybrid,1500 cc,Automatic,Lahore
7060,Honda City 6th Generation 2022 1.5L ASPIRE M/T for Sale,2022,PKR 45.5 lacs,"37,750 km",Petrol,1500 cc,Manual,Lahore
7061,Toyota Corolla  2015 GLi Automatic 1.3 VVTi for Sale,2015,PKR 37.9 lacs,"108,000 km",Petrol,1300 cc,Automatic,Lahore
7062,Honda Vezel  2018 Hybrid RS Honda Sensing  for Sale,2018,PKR 74.5 lacs,"90,000 km",Petrol,1500 cc,Automatic,Lahore
7063,Mitsubishi Pajero  1986  for Sale,1986,PKR 17.5 lacs,"44,000 km",Diesel,2500 cc,Manual,Lahore
7064,Honda City  2008 i-DSI for Sale,2008,PKR 17.3 lacs,"240,000 km",Petrol,1300 cc,Manual,Lahore
7065,Daihatsu Cuore  2003  for Sale,2003,PKR 6.5 lacs,"70,000 km",Petrol,800 cc,Manual,Lahore
7066,Honda City 5th (GM2) Generation 2019 Aspire Prosmatec 1.5 i-VTEC for Sale,2019,PKR 40.85 lacs,"46,000 km",Petrol,1500 cc,Automatic,Lahore
7067,Honda BR-V  2021 i-VTEC S for Sale,2021,PKR 45 lacs,"40,000 km",Petrol,1500 cc,Automatic,Lahore
7068,Toyota Vitz  2018 F 1.0 for Sale,2018,PKR 37 lacs,"112,966 km",Petrol,996 cc,Automatic,Lahore
7069,Suzuki Cultus  2019 Auto Gear Shift for Sale,2019,PKR 30 lacs,"84,994 km",Petrol,1000 cc,Automatic,Lahore
7070,Nissan Note  2021  for Sale,2021,PKR 75 lacs,"41,000 km",Hybrid,1200 cc,Automatic,Lahore
7071,MG HS  2022 Trophy for Sale,2022,PKR 62.5 lacs,"54,359 km",Petrol,1500 cc,Automatic,Lahore
7072,Toyota Yaris Hatchback  2021  for Sale,2021,PKR 46.25 lacs,"41,000 km",Petrol,1000 cc,Automatic,Lahore
7073,Toyota Hilux  2013  for Sale,2013,PKR 55 lacs,"41,000 km",Petrol,1500 cc,Automatic,Lahore
7074,Toyota Hilux  2008 D-4D Automatic for Sale,2008,PKR 55 lacs,"270,000 km",Diesel,3000 cc,Automatic,Lahore
7075,Toyota Raize  2019 Z for Sale,2019,PKR 54 lacs,"47,000 km",Petrol,1000 cc,Automatic,Lahore
7076,Daihatsu Move  2020 X Turbo for Sale,2020,PKR 39.5 lacs,"13,100 km",Petrol,660 cc,Automatic,Lahore
7077,Honda Vezel  2019 Hybrid X for Sale,2019,PKR 71 lacs,"42,000 km",Hybrid,1500 cc,Automatic,Lahore
7078,Nissan Note  2019 e-Power X V Selection for Sale,2019,PKR 48.5 lacs,"92,300 km",Hybrid,1200 cc,Automatic,Lahore
7079,Toyota C-HR  2019 G-LED for Sale,2019,PKR 95 lacs,"87,244 km",Hybrid,1800 cc,Automatic,Lahore
